"564";"1";"4";"620"
"565";"1";"4";"624"
"566";"1";"11";"630"
"567";"2";"5";"217"
"568";"2";"14";"066"
"569";"2";"9";"325"
"570";"2";"3";"316"
"571";"2";"11";"148"
"572";"3";"3";"437"
"573";"2";"3";"308"
"574";"2";"15";"121"
"575";"2";"9";"077"
"576";"4";"9";"J06"
"577";"2";"9";"344"
"578";"3";"2";"101"
"579";"2";"16";"A2T"
"580";"2";"3";"389"
"581";"2";"2";"109"
"582";"4";"2";"E51"
"583";"3";"4";"713"
"584";"2";"8";"137"
"585";"1";"7";"330"
"586";"1";"7";"319"
"587";"2";"5";"012"
"588";"2";"19";"285"
"589";"2";"11";"322"
"590";"2";"3";"358"
"591";"2";"5";"D02"
"592";"2";"16";"275"
"593";"1";"19";"456"
"594";"1";"3";"433"
"595";"2";"3";"E39"
"596";"2";"16";"049"
"597";"7";"3";"824"
"598";"2";"19";"376"
"599";"1";"2";"104"
"600";"1";"14";"238"
"601";"2";"2";"135"
"602";"2";"2";"225"
"603";"4";"2";"071"
"604";"2";"5";"312"
"605";"2";"5";"048"
"606";"2";"7";"401"
"607";"1";"16";"617"
"608";"1";"12";"327"
"609";"1";"12";"326"
"610";"7";"3";"803"
"611";"2";"1";"123"
"612";"2";"1";"106"
"613";"2";"15";"318"
"614";"4";"19";"E43"
"615";"1";"16";"614"
"616";"2";"16";"315"
"617";"2";"5";"076"
"618";"2";"6";"081"
"619";"2";"1";"406"
"620";"4";"1";"029"
"621";"2";"6";"093"
"622";"7";"3";"823"
"623";"1";"14";"245"
"624";"2";"3";"375"
"625";"2";"5";"348"
"626";"2";"7";"233"
"627";"3";"4";"601"
"628";"7";"3";"819"
"629";"6";"8";"057"
"630";"2";"3";"162"
"631";"4";"3";"E53"
"632";"1";"3";"442"
"633";"2";"15";"078"
"634";"2";"3";"178"
"635";"2";"16";"310"
"636";"2";"3";"293"
"637";"2";"19";"208"
"638";"2";"11";"042"
"639";"3";"13";"111"
"640";"4";"11";"J03"
"641";"2";"5";"328"
"642";"2";"5";"307"
"643";"2";"15";"327"
"644";"1";"14";"242"
"645";"1";"14";"244"
"646";"1";"14";"241"
"647";"2";"6";"E32"
"648";"4";"3";"247"
"649";"3";"3";"419"
"650";"4";"3";"E56"
"651";"6";"8";"D06"
"652";"1";"1";"204"
"653";"1";"14";"246"
"654";"2";"4";"113"
"655";"2";"4";"097"
"656";"2";"6";"086"
"657";"6";"6";"156"
"658";"2";"3";"E16"
"659";"4";"7";"233"
"660";"4";"3";"E50"
"661";"4";"14";"J02"
"662";"3";"9";"514"
"663";"2";"4";"138"
"664";"2";"16";"183"
"665";"4";"3";"E30"
"666";"4";"5";"E60"
"667";"2";"5";"236"
"668";"2";"16";"030"
"669";"6";"10";"009"
"670";"7";"3";"802"
"671";"2";"1";"372"
"672";"2";"16";"380"
"673";"2";"16";"238"
"674";"2";"5";"306"
"675";"2";"6";"111"
"676";"3";"3";"467"
"677";"4";"7";"336"
"678";"2";"4";"146"
"679";"2";"4";"219"
"680";"1";"14";"216"
"681";"2";"3";"CBJ"
"682";"2";"5";"294"
"683";"1";"1";"229"
"684";"1";"1";"234"
"685";"2";"15";"079"
"686";"2";"3";"056"
"687";"2";"4";"035"
"688";"2";"4";"227"
"689";"2";"4";"034"
"690";"4";"7";"195"
"691";"4";"7";"010"
"692";"4";"2";"069"
"693";"4";"10";"074"
"694";"1";"4";"623"
"695";"2";"19";"400"
"696";"2";"14";"235"
"697";"6";"2";"018"
"698";"2";"3";"202"
"699";"2";"5";"415"
"700";"1";"11";"635"
"701";"2";"4";"128"
"702";"2";"11";"363"
"703";"4";"3";"E41"
"704";"4";"3";"E49"
"705";"2";"11";"112"
"706";"2";"15";"171"
"707";"1";"1";"228"
"708";"7";"3";"822"
"709";"4";"16";"J13"
"710";"2";"3";"167"
"711";"2";"3";"386"
"712";"2";"3";"218"
"713";"1";"9";"521"
"714";"2";"16";"402"
"715";"7";"3";"827"
"716";"3";"7";"301"
"717";"2";"6";"273"
"718";"1";"1";"239"
"719";"4";"3";"E57"
"720";"4";"7";"141"
"721";"2";"3";"314"
"722";"2";"9";"043"
"723";"2";"11";"185"
"724";"2";"11";"413"
"725";"2";"11";"355"
"726";"4";"1";"129"
"727";"4";"2";"352"
"728";"2";"15";"279"
"729";"4";"7";"051"
"730";"7";"3";"805"
"731";"2";"19";"335"
"732";"2";"16";"388"
"733";"2";"4";"099"
"734";"4";"5";"E47"
"735";"4";"1";"169"
"736";"4";"7";"174"
"737";"6";"1";"166"
"738";"2";"1";"414"
"739";"4";"1";"107"
"740";"1";"1";"230"
"741";"1";"3";"459"
"742";"4";"15";"079"
"743";"1";"4";"627"
"744";"1";"4";"634"
"745";"2";"4";"117"
"746";"1";"15";"515"
"747";"1";"3";"441"
"748";"6";"10";"301"
"749";"4";"7";"401"
"750";"1";"9";"527"
"751";"2";"5";"D07"
"752";"2";"3";"305"
"753";"2";"9";"373"
"754";"4";"2";"021"
"755";"4";"9";"014"
"756";"2";"6";"196"
"757";"7";"3";"807"
"758";"1";"3";"463"
"759";"4";"3";"E29"
"760";"4";"2";"068"
"761";"2";"6";"206"
"762";"4";"10";"073"
"763";"1";"9";"533"
"764";"4";"3";"E44"
"765";"4";"19";"040"
"766";"4";"5";"264"
"767";"4";"14";"065"
"768";"4";"1";"006"
"769";"4";"2";"070"
"770";"4";"6";"234"
"771";"4";"3";"CTU"
"772";"2";"9";"A9T"
"773";"4";"1";"001"
"774";"4";"1";"SZ2"
"775";"3";"14";"232"
"776";"2";"16";"393"
"777";"4";"1";"372"
"778";"4";"6";"085"
"779";"2";"1";"E37"
"780";"1";"3";"451"
"781";"4";"7";"108"
"782";"1";"4";"631"
"783";"4";"1";"345"
"784";"1";"9";"526"
"785";"1";"9";"528"
"786";"2";"16";"351"
"787";"2";"15";"381"
"788";"1";"9";"530"
"789";"1";"6";"717"
"790";"4";"14";"064"
"791";"1";"4";"605"
"792";"4";"14";"200"
"793";"4";"12";"118"
"794";"2";"16";"367"
"795";"1";"1";"227"
"796";"2";"3";"232"
"797";"6";"6";"281"
"798";"2";"6";"360"
"799";"6";"3";"000"
"800";"1";"9";"532"
"801";"1";"9";"529"
"802";"6";"1";"262"
"803";"4";"1";"188"
"804";"2";"9";"320"
"805";"4";"14";"036"
"806";"4";"3";"E58"
"807";"4";"3";"162"
"808";"4";"9";"155"
"809";"4";"15";"080"
"810";"6";"3";"999"
"811";"2";"5";"197"
"812";"2";"15";"228"
"813";"7";"1";"825"
"814";"3";"4";"609"
"815";"6";"15";"080"
"816";"4";"1";"123"
"817";"4";"1";"E59"
"818";"7";"3";"821"
"819";"4";"1";"E45"
"820";"2";"16";"313"
"821";"4";"15";"171"
"822";"1";"3";"445"
"823";"4";"7";"033"
"824";"2";"7";"240"
"825";"2";"14";"J02"
"826";"4";"1";"GCH"
"827";"4";"1";"106"
"828";"1";"19";"457"
"829";"2";"5";"321"
"830";"6";"1";"A03"
"831";"4";"9";"154"
"832";"2";"6";"102"
"833";"4";"1";"334"
"834";"1";"3";"464"
"835";"4";"3";"254"
"836";"1";"3";"438"
"837";"2";"4";"J05"
"838";"4";"10";"009"
"839";"4";"3";"386"
"840";"1";"3";"444"
"841";"6";"1";"107"
"842";"2";"2";"343"
"843";"7";"3";"811"
"844";"1";"4";"616"
"845";"4";"2";"125"
"846";"6";"4";"255"
"847";"4";"1";"E54"
"848";"4";"2";"231"
"849";"1";"14";"243"
"850";"1";"11";"625"
"851";"1";"1";"237"
"852";"2";"8";"023"
"853";"4";"14";"204"
"854";"2";"7";"J09"
"855";"1";"4";"629"
"856";"3";"12";"311"
"857";"2";"3";"364"
"858";"2";"5";"J17"
"859";"6";"1";"370"
"860";"1";"15";"525"
"861";"1";"3";"447"
"862";"2";"3";"CTU"
"863";"4";"14";"066"
"864";"7";"3";"826"
"865";"1";"3";"436"
"866";"2";"3";"E46"
"867";"2";"3";"E44"
"868";"1";"3";"440"
